"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"01080","East Bay Regional Park District Fire Department","17930 Lake Chabot RD",,"Castro Valley","CA","94546-1950","17930 Lake Chabot RD",,,"Castro Valley","CA","94546-1950","510-690-6600",,"Alameda","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ebparks.org/about/fire/","2","17","0","35","2","0","No"
"07015","East Contra Costa Fire Protection District","150 City Park Way",,"Brentwood","CA","94513","150 City Park Way",,,"Brentwood","CA","94513-1164","925-634-3400","925-240-2130","Contra Costa","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.eccfpd.org","9","54","0","30","2","0",
"37020","East County Fire Prevention District","1811 Suncrest BLVD",,"El Cajon","CA","92021-4246","1811 Suncrest BLVD",,,"El Cajon","CA","92021-4246","619-579-6034","619-579-1148","San Diego","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.eastcountyfire.org/","2","19","25","0","2","3",
"46555","East Zone Tahoe National Forest Fire Department","317 Lincoln S",,"Sierraville","CA","96126",,,"PO Box 95","Sierraville","CA","96126-0095","530-994-3401","530-994-3143","Sierra","Career","Federal government (Executive branch agency fire department)",,"5","45","0","0","20","0","No"
"32075","Eastern Plumas Rural Fire Protection District","141 Delleker RD",,"Portola","CA","96122-7034","141 Delleker RD",,,"Portola","CA","96122-7034","530-832-5626","530-832-5446","Plumas","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","0","17","0","1","5","No"
"05015","Ebbetts Pass Fire District","1037 Blagen RD","PO Box 66","Arnold","CA","95223-0066",,,"PO Box 66","Arnold","CA","95223-0066","209-795-1646","209-795-3460","Calaveras","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://epfd.org/","4","24","8","0","3","3","Yes"
"15830","Edwards Air Force Base Fire & Emergency Services","225 Rosamond BLVD",,"Edwards AFB","CA","93524-8502","225 Rosamond BLVD",,,"Edwards AFB","CA","93524-8502","661-277-4449","661-277-4907","Kern","Career","Federal government (Department of Defense fire department)",,"5","108","0","0","7","0","Yes"
"37055","El Cajon Fire Department","100 E Lexington AVE",,"El Cajon","CA","92020","100 E Lexington AVE",,,"El Cajon","CA","92020-4517","619-441-1600","619-441-1648","San Diego","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://elcajonfire.com/","4","70","15","0","2","0","Yes"
"13020","El Centro Fire Department","1910 N Waterman AVE",,"El Centro","CA","92243-1230","1910 N Waterman AVE",,,"El Centro","CA","92243-1230","760-337-4530","760-337-4501","Imperial","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://cityofelcentro.org/firedepartment/","3","38","0","0","3","0","Yes"
"07040","El Cerrito Fire Department","10900 San Pablo AVE",,"El Cerrito","CA","94530-2387","10900 San Pablo AVE",,,"El Cerrito","CA","94530-2387","510-215-4450","510-232-4917","Contra Costa","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.el-cerrito.org/index.aspx?nid=133","2","37","0","0","0","0","Yes"
"09012","El Dorado County Fire Protection District","4040 Carson RD",,"Camino","CA","95709",,,"PO Box 807","Camino","CA","95709-0807","530-644-9630","530-644-9636","El Dorado","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.eldoradocountyfire.com/","15","89","25","0","9","0","Yes"
"09015","El Dorado Hills Fire Department","1050 Wilson BLVD",,"El Dorado Hills","CA","95762","1050 Wilson BLVD",,,"El Dorado Hills","CA","95762-7263","916-933-6623","916-933-5983","El Dorado","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.edhfire.com","5","66","0","0","6","0","No"
"04025","El Medio Fire Department","3515 Myers ST",,"Oroville","CA","95966","3515 Myers ST",,,"Oroville","CA","95966-6654","530-533-4484","530-533-9606","Butte","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","10","7","0","1","1","No"
"19065","El Segundo Fire Department","314 Main ST",,"El Segundo","CA","90245","314 Main ST",,,"El Segundo","CA","90245-3850","310-524-2395","310-414-0929","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.elsegundo.org/","2","57","0","0","11","0","Yes"
"09565","Eldorado National Forest","100 Forni RD",,"Placerville","CA","95667","100 Forni RD",,,"Placerville","CA","95667","530-622-5061","530-621-5297","El Dorado","Career","Federal government (Executive branch agency fire department)",,"12","180","0","0","0","0",
"49490","Eldridge Fire Department","15000 Arnold DR",,"Eldridge","CA","95431-8900","15000 Arnold DR",,,"Eldridge","CA","95431-8900","707-938-6333",,"Sonoma","Career","State government (includes state forest fire agencies and state institution fire departments)",,"1","8","0","0","0","0","Yes"
"37057","Elfin Forest/ Harmony Grove Fire Department","20223 Elfin Forest RD",,"Escondido","CA","92029","20223 Elfin Forest RD",,,"Escondido","CA","92029-4711","760-744-2186","760-744-9504","San Diego","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","1","35","0","0","20","Yes"
"11020","Elk Creek Fire Protection District","2740 County Road 306",,"Elk Creek","CA","95939",,,"PO Box 112","Elk Creek","CA","95939-0112","978-888-4536",,"Glenn","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","9","0","1","3","Yes"
"23025","Elk Volunteer Fire Department","End of Louisa ST","PO Box 185","Elk","CA","95432-0185",,,"PO Box 185","Elk","CA","95432-0185","707-877-3444",,"Mendocino","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mcn.orgli/elkfire","4","0","22","0","0","4",
"57060","Elkhorn Fire Protection District","19396 County Road 124",,"West Sacramento","CA","95691-8002","19396 County Road 124",,,"West Sacramento","CA","95691-8002","000-000-0000",,"Yolo","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","8","8","0","10","Yes"
"01035","Emeryville Fire Department","2333 Powell ST",,"Emeryville","CA","94608","2333 Powell ST",,,"Emeryville","CA","94608","510-596-3750","510-420-1785","Alameda","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","30","0","0","0","0",
"37065","Encinitas Fire Department","505 S Vulcan AVE",,"Encinitas","CA","92024-3633","505 S Vulcan AVE",,,"Encinitas","CA","92024-3633","760-633-2800","760-633-2818","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://encinitasca.gov/Government/Departments/Public-Safety","6","52","0","0","8","0","Yes"
"39025","Escalon Consolidated Fire District","1749 Coley AVE",,"Escalon","CA","95320-1901","1749 Coley AVE",,,"Escalon","CA","95320-1901","209-838-7500","209-838-3926","San Joaquin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.escalonfire.com","2","6","20","0","1","0",
"37070","Escondido Fire Department","201 N Broadway",,"Escondido","CA","92025","201 N Broadway",,,"Escondido","CA","92025-2709","760-839-5400","760-739-7060","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.escondido.ca.us/fire/","7","90","0","0","10","0","Yes"
"57045","Esparto Fire Protection District","16960 Yolo AVE","PO Box 366","Esparto","CA","95627-0366",,,"PO Box 366","Esparto","CA","95627-0366","530-787-3300","530-787-3298","Yolo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.espartofire.org/","1","1","20","0","1","0","Yes"
"47020","Etna Fire Department","400 Main ST","PO Box 460","Etna","CA","96027-0460","400 Main ST",,"PO Box 460","Etna","CA","96027-0460","530-467-3295","530-467-3217","Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","1","0","6",
"54015","Exeter Fire Department","137 N F ST",,"Exeter","CA","93221","137 N F ST",,,"Exeter","CA","93221","559-592-3714","559-592-3556","Tulare","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","2","0","23","0","0",
"48025","Fairfield Fire Department","1633 Union  AVE",,"Fairfield","CA","94533","1633 Union  AVE",,,"Fairfield","CA","94533","707-428-7375","707-399-0860","Solano","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.fairfield.ca.us","5","57","30","0","7","5",
"36017","Fairview Valley Fire Department","15215 Sherri LN",,"Apple Valley","CA","92307","15215 Sherri LN",,,"Apple Valley","CA","92307","760-240-4731",,"San Bernardino","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","30","0","0",
"45040","Fall River Mills Fire Department","43155 Highway 299 E","PO Box 582","Fall River Mills","CA","96028",,,"PO Box 582","Fall River Mills","CA","96028-0582","530-336-6117","530-336-6117","Shasta","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","1","19","0","2","0","Yes"
"09017","Fallen Leaf Fire Department","241 Fallen Leaf RD","400 Fallen Leaf RD","South Lake Tahoe","CA","96158",,,"PO Box 9415","South Lake Tahoe","CA","96158-2415","530-544-3300",,"El Dorado","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.fllcsd.org","2","8","20","0","1","1","Yes"
"39030","Farmington Fire Department","25474 E Hwy 4",,"Farmington","CA","95230","25474 E Hwy 4",,"PO Box 25","Farmington","CA","95230","209-886-5321","209-886-1031","San Joaquin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","23","0","1","0",
"56810","Federal Fire Ventura County","613 South Laguna Rd","Code N30","Point Mugu","CA","93042","613 S Laguna Rd","Code N30",,"Point Mugu NAWC","CA","93042","805-989-7034","805-989-8302","Ventura","Career","Federal government (Department of Defense fire department)",,"4","71","0","0","0","0","No"
"44035","Felton Fire Protection District","131 Kirby ST",,"Felton","CA","95018-9144","131 Kirby ST",,,"Felton","CA","95018-9144","831-335-4422","831-335-2635","Santa Cruz","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.feltonfire.com/","1","1","30","0","1","0","Yes"
"12055","Ferndale Fire Protection District","436 Brown ST","PO Box 485","Ferndale","CA","95536","436 Brown ST","PO Box 485",,"Ferndale","CA","95536","707-786-9909","707-786-4566","Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","35","0","0","0",
"12020","Fieldbrook Volunteer Fire Department","4584 Fieldbrook RD",,"Fieldbrook","CA","95519","4584 Fieldbrook RD",,,"Fieldbrook","CA","95519","707-839-0931",,"Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"10035","Fig Garden Fire Protection District","210 S Academy AVE",,"Sanger","CA","93657","210 S Academy AVE",,,"Sanger","CA","93657","559-485-7500","559-875-8473","Fresno","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","6","0","8","0","0",
"36820","Fire & Emergency Services, MCLB Barstow","236 Boll AVE","Marine Corps Logistics Base","Barstow","CA","92311",,,"PO Box 110700","Barstow","CA","92311","760-577-6732","760-577-6805","San Bernardino","Career","Federal government (Department of Defense fire department)",,"2","52","0","0","2","0",
"40005","Five Cities Fire Authority","140 Traffic Way",,"Arroyo Grande","CA","93420","140 Traffic Way",,,"Arroyo Grande","CA","93420-3376","805-473-5490","805-489-0348","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","15","0","20","5","1","Yes"
"34035","Folsom Fire Department","535 Glenn DR",,"Folsom","CA","95630-3187","535 Glenn DR",,,"Folsom","CA","95630-3187","916-461-6300","916-984-7081","Sacramento","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.folsom.ca.us/","5","70","0","0","7","0","Yes"
"34410","Folsom Prison Fire Department","300 Prison RD","Box 71","Folsom","CA","95630","300 Prison RD","Box 71","PO Box ","Folsom","CA","95630","916-351-3033","916-351-3040","Sacramento","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)","","1","6","0","14","1","0",
"58004","Foothill Fire Protection District","16796 Willow Glen RD",,"Brownsville","CA","95919",,,"PO Box 332","Brownsville","CA","95919-0332","530-675-0633","530-675-0633","Yuba","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://ffpd.net/","2","0","16","0","0","3","Yes"
"31040","Foresthill Fire Protection District","24320 Main ST",,"Foresthill","CA","95631",,,"PO Box 1099","Foresthill","CA","95631-1099","530-367-2465","530-367-3498","Placer","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.foresthillfire.org/","4","12","0","5","2","0","Yes"
