,Unnamed: 0,FDID,Fire dept name,HQ addr1,HQ addr2,HQ city,HQ state,HQ zip,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County,Dept Type,Organization Type,Website,Number Of Stations,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Primary agency for emergency mgmt,Full_Address,Coordinates_Firestation,Latitude,Longitude
207,207,19040,Compton Fire Department,201 S Acacia AVE,,Compton,CA,90220,201 S Acacia AVE,,,Compton,CA,90220-3102,310-605-5670,310-632-8414,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.comptoncity.org/departments/fire-dept,4,72,0,0,5,1,Yes,"201 S Acacia AVE, Compton, CA","(33.894994, -118.226638)",33.894994,-118.226638
208,208,07805,Concord Federal Fire Department,10 Delta ST,Station 25,Concord,CA,94520,10 Delta ST,Station 25,,Concord,CA,94520-5000,925-246-4072,,Contra Costa,Career,Federal government (Department of Defense fire department),,2,25,0,0,0,0,,"10 Delta ST, Concord, CA","(38.01417, -122.0094)",38.01417,-122.0094
209,209,07090,Contra Costa County Fire Protection District,4005 Port Chicago HWY,STE 250,Concord,CA,94520-1180,4005 Port Chicago HWY,STE 250,,Concord,CA,94520-1180,925-941-3300,925-941-3309,Contra Costa,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cccfpd.org/,23,216,0,13,60,0,No,"4005 Port Chicago HWY, Concord, CA","(38.011705, -122.024653)",38.011705,-122.024653
210,210,47054,Copco Lake Fire Department,27805 Copco RD,,Montague,CA,96064,27805 Copco RD,,,Montague,CA,96064,530-459-0434,,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,0,0,12,0,0,0,,"27805 Copco RD, Montague, CA","(41.965101, -122.262679)",41.965101,-122.262679
211,211,05020,Copperopolis Fire Protection District,370 Main ST,,Copperopolis,CA,95228,,,PO Box 131,Copperopolis,CA,95228-0131,209-785-2393,209-785-2423,Calaveras,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,5,25,0,0,6,Yes,"370 Main ST, Copperopolis, CA","(37.979373, -120.640076)",37.979373,-120.640076
212,212,48055,Cordelia Fire Protection District,2155 Cordelia RD,,Fairfield,CA,94534-1667,2155 Cordelia RD,,,Fairfield,CA,94534-1667,707-864-0468,707-864-8607,Solano,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cordeliafire.org/,2,4,20,0,0,1,No,"2155 Cordelia RD, Fairfield, CA","(38.211253, -122.133023)",38.211253,-122.133023
213,213,52005,Corning Volunteer Fire Department,814 5TH ST,,Corning,CA,96021-3065,814 5TH ST,,,Corning,CA,96021-3065,530-824-7044,530-824-7042,Tehama,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,35,0,4,0,Yes,"814 5TH ST, Corning, CA","(39.927205, -122.182462)",39.927205,-122.182462
214,214,33025,Corona Fire Department,735 Public Safety WAY,,Corona,CA,92880,,,PO Box 940,Corona,CA,92878-0940,951-736-2220,951-736-2497,Riverside,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.discovercorona.com/City-Departments/Fire-Department.aspx,7,112,0,0,8,10,Yes,"735 Public Safety WAY, Corona, CA","(33.88739, -117.57261)",33.88739,-117.57261
215,215,37045,Coronado Fire Department,1001 6TH ST,,Coronado,CA,92118,1001 6TH ST,,,Coronado,CA,92118-1711,619-522-7374,619-435-2742,San Diego,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.coronado.ca.us/department/?fDD=8-0,2,31,0,0,3,0,Yes,"1001 6TH ST, Coronado, CA","(32.692201, -117.177309)",32.692201,-117.177309
216,216,27410,Correctional Training Facility Fire Department,Hwy 101 5 Miles North of Soledad,PO Box 686,Soledad,CA,93960,,,PO Box 686,Soledad,CA,93960-0686,831-678-5550,831-678-5858,Monterey,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),,1,5,6,0,0,0,Yes,"Hwy 101 5 Miles North of Soledad, Soledad, CA","(36.429035, -121.325461)",36.429035,-121.325461
217,217,21015,Corte Madera Fire Department,342 Tamalpais DR,,Corte Madera,CA,94925,342 Tamalpais DR,,,Corte Madera,CA,94925-1492,415-927-5077,415-927-5788,Marin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.corte-madera.ca.us/,2,20,6,0,1,0,Yes,"342 Tamalpais DR, Corte Madera, CA","(37.925872, -122.526878)",37.925872,-122.526878
218,218,07125,Corteva Agriscience,901 Loveridge RD,,Pittsburg,CA,94565,901 Loveridge RD,,,Pittsburg,CA,94565-2811,925-432-5278,925-432-5975,Contra Costa,Career,Private or industrial fire brigade,,1,50,0,0,0,0,No,"901 Loveridge RD, Pittsburg, CA","(38.02417, -121.856396)",38.02417,-121.856396
219,219,30020,Costa Mesa Fire & Rescue Department,77 Fair DR,PO Box 1200,Costa Mesa,CA,92628,,,PO Box 1200,Costa Mesa,CA,92628-1200,714-754-5106,714-754-4944,Orange,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.costamesaca.gov/city-hall/city-departments/fire-rescue,6,84,0,0,10,6,Yes,"77 Fair DR, Costa Mesa, CA","(33.663307, -117.902787)",33.663307,-117.902787
220,220,34020,Cosumnes Community Services District Fire Department,10573 E Stockton BLVD,,Elk Grove,CA,95624-9743,10573 E Stockton BLVD,,,Elk Grove,CA,95624-9743,916-405-7100,916-685-6622,Sacramento,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.yourcsd.com/101/Fire,9,164,0,0,27,0,Yes,"10573 E Stockton BLVD, Elk Grove, CA","(38.371737, -121.356056)",38.371737,-121.356056
221,221,45035,Cottonwood Fire Protection District,3271 Brush ST,,Cottonwood,CA,96022,,,PO Box 618,Cottonwood,CA,96022-0618,530-347-4737,530-347-4771,Shasta,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cottonwoodfd.com/,1,3,18,3,1,2,No,"3271 Brush ST, Cottonwood, CA","(40.382932, -122.280673)",40.382932,-122.280673
222,222,34015,Courtland Fire Protection District,154 Magnolia AVE,,Courtland,CA,95615,,,PO Box 163,Courtland,CA,95615-0163,916-775-1210,916-775-1210,Sacramento,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://courtlandfire.com/,2,0,0,21,1,0,Yes,"154 Magnolia AVE, Courtland, CA","(38.32866, -121.570455)",38.32866,-121.570455
223,223,23020,Covelo Fire Protection District,PO Box 36,,Covelo,CA,95428-0036,,,PO Box 36,Covelo,CA,95428-0036,707-983-6719,,Mendocino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,21,0,0,0,Yes,"PO Box 36, Covelo, CA","(34.2247045, -116.357156)",34.2247045,-116.357156
224,224,08010,Crescent Fire Protection District,255 W Washington BLVD,,Crescent City,CA,95531-8323,255 W Washington BLVD,,,Crescent City,CA,95531-8323,707-464-2421,707-464-5813,Del Norte,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,1,0,28,1,0,,"255 W Washington BLVD, Crescent City, CA","(41.772404, -124.205229)",41.772404,-124.205229
225,225,07030,Crockett-Carquinez Fire Department,746 Loring AVE,,Crockett,CA,94525-1236,746 Loring AVE,,,Crockett,CA,94525-1236,510-787-2717,510-787-2723,Contra Costa,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,0,45,0,0,No,"746 Loring AVE, Crockett, CA","(38.056063, -122.217691)",38.056063,-122.217691
226,226,19050,Culver City Fire Department,9770 Culver BLVD,PO Box 507,Culver City,CA,90232,,,PO Box 507,Culver City,CA,90232-0507,310-253-5900,310-253-5901,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.culvercity.org/fire,3,67,0,0,12,0,Yes,"9770 Culver BLVD, Culver City, CA","(34.021456, -118.395547)",34.021456,-118.395547
227,227,27024,Cypress Fire Protection District,2221 Garden RD,,Monterey,CA,93940-5317,2221 Garden RD,,,Monterey,CA,93940-5317,831-333-4600,831-333-2660,Monterey,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://cypressfire.org/,2,18,0,0,0,0,Yes,"2221 Garden RD, Monterey, CA","(36.587325, -121.859325)",36.587325,-121.859325
228,228,36080,Daggett Volunteer Fire Department,33702  2nd  ST,PO Box 308,Daggett,CA,92327,33702  2nd  ST,,PO Box 308,Daggett,CA,92327,760-254-5474,760-254-2415,San Bernardino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,20,0,0,28,,"33702  2nd  ST, Daggett, CA","(34.8648387, -116.8856092)",34.8648387,-116.8856092
229,229,25030,Davis Creek Volunteer Fire Department,1130 County Road 133B,PO Box 37,Davis Creek,CA,96108-0037,,,PO Box 37,Davis Creek,CA,96108-0037,530-233-5521,,Modoc,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,12,0,0,0,,"1130 County Road 133B, Davis Creek, CA","(41.732284, -120.373156)",41.732284,-120.373156
230,230,37052,De Luz Volunteer Fire Department,39536 Daily RD,,Fallbrook,CA,92028,40020 Cathy DR,,,Fallbrook,CA,92028-9745,760-728-3300,760-728-3140,San Diego,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.deluzvfd.org/,1,0,20,0,0,10,Yes,"39536 Daily RD, Fallbrook, CA","(33.4347, -117.30857)",33.4347,-117.30857
231,231,14017,Death Valley National Park,PO Box 579,,Death Valley,CA,92328,,,PO Box 579,Death Valley,CA,92328-0579,760-786-3260,,Inyo,Mostly volunteer,Federal government (Executive branch agency fire department),www.nps.gov/deva,2,3,0,12,0,0,Yes,"PO Box 579, Death Valley, CA","(36.302198, -116.414643)",36.302198,-116.414643
232,232,37148,Deer Springs Fire Protection District,8709 Circle R DR,,Escondido,CA,92026-5802,8709 Circle R DR,,,Escondido,CA,92026-5802,760-749-8001,760-749-6572,San Diego,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.deerspringsfire.org/,3,25,0,0,1,0,Yes,"8709 Circle R DR, Escondido, CA","(33.254784, -117.153372)",33.254784,-117.153372
233,233,37050,Del Mar Fire Department,2200 Jimmy Durante BLVD,,Del Mar,CA,92014-2216,2200 Jimmy Durante BLVD,,,Del Mar,CA,92014-2216,858-755-1522,858-259-2749,San Diego,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.delmar.ca.us/134/Fire-Department,1,14,0,15,1,0,Yes,"2200 Jimmy Durante BLVD, Del Mar, CA","(32.97195, -117.261676)",32.97195,-117.261676
234,234,34130,Delta Fire Protection District,350 Main ST,,Rio Vista,CA,94571,350 Main ST,,PO Box ,Rio Vista,CA,94571,707-374-2233,707-374-6324,Solano,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,3,12,10,1,2,,"350 Main ST, Rio Vista, CA","(38.15772, -121.692653)",38.15772,-121.692653
235,235,50015,Denair Volunteer Fire Department,3918 Gratton RD,PO Box 262,Denair,CA,95316,,,PO Box 262,Denair,CA,95316-0262,209-632-5032,209-632-1488,Stanislaus,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,25,0,0,0,Yes,"3918 Gratton RD, Denair, CA","(37.528622, -120.793405)",37.528622,-120.793405
236,236,33030,Desert Hot Springs Fire Service,65958 Pierson BLVD,,Desert Hot Springs,CA,92240,65958 Pierson BLVD,,,Desert Hot Springs,CA,92240,760-329-2458,760-329-6136,Riverside,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,9,0,20,0,0,,"65958 Pierson BLVD, Desert Hot Springs, CA","(33.96164, -116.51055)",33.96164,-116.51055
237,237,39410,Deuel Vocational Institution Fire Department,23500 Kasson RD,,Tracy,CA,95304,23500 Kasson RD,,,Tracy,CA,95304-9595,209-835-4141,209-830-3804,San Joaquin,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),,1,5,10,0,0,0,,"23500 Kasson RD, Tracy, CA","(37.74821, -121.330478)",37.74821,-121.330478
238,238,09005,Diamond Springs - El Dorado Fire Protection District,501 Pleasant Valley RD,,Diamond Springs,CA,95619-9517,501 Pleasant Valley RD,,,Diamond Springs,CA,95619-9517,530-626-3190,530-626-3188,El Dorado,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.diamondfire.org/,5,22,0,0,0,0,Yes,"501 Pleasant Valley RD, Diamond Springs, CA","(38.694353, -120.81743)",38.694353,-120.81743
239,239,48015,Dixon Fire Department,205 Ford WAY,,DIXON,CA,95620-3162,205 Ford WAY,,,Dixon,CA,95620-3162,707-678-7060,707-678-4251,Solano,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofdixon.us/departments/Fire,1,26,10,0,2,0,Yes,"205 Ford WAY, DIXON, CA","(38.457585, -121.819765)",38.457585,-121.819765
240,240,58003,Dobbins/Oregon House Fire Protection District,9162 Marysville Rd,PO Box 164,Oregon House,CA,95962,9162 Marysville Rd,PO Box 164,,Oregon House,CA,95962,530-692-2255,,Yuba,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,16,0,0,2,,"9162 Marysville Rd, Oregon House, CA","(39.361783, -121.253701)",39.361783,-121.253701
241,241,29080,Donner Summit Fire Department,53823 Sherritt LN,PO Box 610,Soda Springs,CA,95728-0610,,,PO Box 610,Soda Springs,CA,95728-0610,530-428-3000,530-426-0508,Nevada,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,7,18,4,0,0,,"53823 Sherritt LN, Soda Springs, CA","(39.326614, -120.392419)",39.326614,-120.392419
242,242,24010,Dos Palos Fire Department,1540 Golden Gate AVE,,Dos Palos,CA,93620,1540 Golden Gate AVE,,PO Box ,Dos Palos,CA,93620,209-392-2081,209-392-2801,Merced,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,0,15,0,0,,"1540 Golden Gate AVE, Dos Palos, CA","(36.985016, -120.628176)",36.985016,-120.628176
243,243,53001,Douglas City Fire Department,Steiner Flat RD,PO Box 10,Douglas City,CA,96024-0010,Steiner Flat RD,,PO Box 10,Douglas City,CA,96024,530-623-5110,530-623-9420,Trinity,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,15,0,0,2,,"Steiner Flat RD, Douglas City, CA","(40.66874, -122.96521)",40.66874,-122.96521
244,244,46005,Downieville Fire Protection District,321 Main  ST,PO Box 25,Downieville,CA,95936,,,PO Box 25,Downieville,CA,95936-0025,530-289-3333,530-289-0114,Sierra,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,20,0,0,17,Yes,"321 Main  ST, Downieville, CA","(39.56065, -120.827485)",39.56065,-120.827485
245,245,53002,Downriver Volunteer Fire Company,70 Fire House RD,,Big Bar,CA,96010,,,PO Box 608,Big Bar,CA,96010-0608,530-623-5431,530-623-5431,Trinity,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,7,0,0,0,Yes,"70 Fire House RD, Big Bar, CA","(40.74215, -123.20947)",40.74215,-123.20947
246,246,18015,Doyle Fire Protection District,747-150 E Main ST,PO Box 189,Doyle,CA,96109-0189,747-150 E Main ST,PO Box 189,,Doyle,CA,96109-0189,530-827-2681,530-827-2681,Lassen,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,13,0,0,0,,"747-150 E Main ST, Doyle, CA","(33.742029, -117.83765)",33.742029,-117.83765
247,247,49046,Dry Creek Rancheria Fire Department,3250 Highway 128,,Geyserville,CA,95441-8908,3250 Highway 128,,,Geyserville,CA,95441-8908,707-814-4390,,Sonoma,Mostly volunteer,Tribal government (includes Native American and Alaska Native tribal fire departments),www.dcrfire.org,1,7,20,0,0,1,Yes,"3250 Highway 128, Geyserville, CA","(38.703416, -122.859224)",38.703416,-122.859224
248,248,57040,Dunnigan Fire Protection District,29145 Main ST,,Dunnigan,CA,95937,,,PO Box 213,Dunnigan,CA,95937-0213,530-724-3515,530-724-3511,Yolo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.dunniganfire.com/,1,3,30,0,1,5,Yes,"29145 Main ST, Dunnigan, CA","(38.885113, -121.968211)",38.885113,-121.968211
249,249,47010,Dunsmuir Fire Department,5902 Dunsmuir AVE,,Dunsmuir,CA,96025,5902 Dunsmuir AVE,,,Dunsmuir,CA,96025,530-235-2551,530-235-0617,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,28,0,0,0,,"5902 Dunsmuir AVE, Dunsmuir, CA","(41.20771, -122.2734)",41.20771,-122.2734
250,250,01080,East Bay Regional Park District Fire Department,17930 Lake Chabot RD,,Castro Valley,CA,94546-1950,17930 Lake Chabot RD,,,Castro Valley,CA,94546-1950,510-690-6600,,Alameda,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ebparks.org/about/fire/,2,17,0,35,2,0,No,"17930 Lake Chabot RD, Castro Valley, CA","(37.694202, -122.0859)",37.694202,-122.0859
251,251,07015,East Contra Costa Fire Protection District,150 City Park Way,,Brentwood,CA,94513,150 City Park Way,,,Brentwood,CA,94513-1164,925-634-3400,925-240-2130,Contra Costa,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.eccfpd.org,9,54,0,30,2,0,,"150 City Park Way, Brentwood, CA","(37.934322, -121.694045)",37.934322,-121.694045
252,252,37020,East County Fire Prevention District,1811 Suncrest BLVD,,El Cajon,CA,92021-4246,1811 Suncrest BLVD,,,El Cajon,CA,92021-4246,619-579-6034,619-579-1148,San Diego,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.eastcountyfire.org/,2,19,25,0,2,3,,"1811 Suncrest BLVD, El Cajon, CA","(32.807049, -116.863943)",32.807049,-116.863943
253,253,46555,East Zone Tahoe National Forest Fire Department,317 Lincoln S,,Sierraville,CA,96126,,,PO Box 95,Sierraville,CA,96126-0095,530-994-3401,530-994-3143,Sierra,Career,Federal government (Executive branch agency fire department),,5,45,0,0,20,0,No,"317 Lincoln S, Sierraville, CA","(43.375367, -99.849573)",43.375367,-99.849573
